"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"OT7addict","2020-04-19 19:37","0","0","What do they think they are doing?  😬 pic.twitter.com/WTv5CijXZY","","","","1252063915497926656","https://twitter.com/OT7addict/status/1252063915497926656","😬"
"Lane_lane93","2020-04-19 19:37","0","0","Lemme see wat this brownie about😬","","","","1252063905138053121","https://twitter.com/Lane_lane93/status/1252063905138053121","😬"
"tig00bitties","2020-04-19 19:37","0","1","This episode was good and almost messy. Issa and Lawrence secretly communicating. Lmao although innocent still will look shady to Condolisa when she finds out 😬 #InsecureHBO😬","","","#InsecureHBO","1252063898980823040","https://twitter.com/tig00bitties/status/1252063898980823040","😬 "
"ChickEffect","2020-04-19 19:37","0","0","My teeth are hurting so much 😬","","","","1252063889342095361","https://twitter.com/ChickEffect/status/1252063889342095361","😬"
"MszDee_2u","2020-04-19 19:37","0","0","Yea I have an extra room. Tell her she can move in by me hahahahaha 😬😬😬😬","","","","1252063888243331074","https://twitter.com/MszDee_2u/status/1252063888243331074","😬 😜 😜 😜"
"Charalanahzard","2020-04-19 19:37","0","2","(Just trying to make something actionably positive out of something that’s being spread for very negative reasons which, yes, fair, it’s a sucky thought process, but I also love the idea of everyone openly donating $10 to charity rather than to people who think this way 😬).","","","","1252063885734981637","https://twitter.com/Charalanahzard/status/1252063885734981637","😬"
"crizzyMEOWly","2020-04-19 19:37","0","0","Shit anong kalutangan nanaman ang sumapi sakin. I woke up around 9 am then suddenly i recieved a message from my supervisor if i’m ok? why i didn’t go to work. And i was like SHIT MAY PASOK PALA AKO TODAY 😬 pic.twitter.com/UzZHnyRM3Q","","","","1252063882278887425","https://twitter.com/crizzyMEOWly/status/1252063882278887425","😬"
"KTIPPP","2020-04-19 19:37","0","0","M sot fais on jerk pasta la and over did the piman......😬Yall should see john right now... my dude is straight choking but li paka suspan mangel😬😬 pic.twitter.com/WrQfJX6w4J","","","","1252063880051900417","https://twitter.com/KTIPPP/status/1252063880051900417","😬 😕 🤣"
"BaxSue","2020-04-19 19:37","0","0","I'm sorry but...😬","","","","1252063876469776384","https://twitter.com/BaxSue/status/1252063876469776384","😬"
"nyashastots","2020-04-19 19:37","0","0","I got more bum than my attitude 😬 https://twitter.com/vlonetugz/status/1251671740968828928 …","","","","1252063872757805056","https://twitter.com/nyashastots/status/1252063872757805056","😬"
"babyjream","2020-04-19 19:37","0","0","what im sayinnnn. 😬😬 price of tea in china>>","","","","1252063870081892353","https://twitter.com/babyjream/status/1252063870081892353","😬 😬"
"aprior71","2020-04-19 19:37","0","0","It’s fully drafted!     I do not feel confident in the discussion section at all! lol 😬","","","","1252063859592044550","https://twitter.com/aprior71/status/1252063859592044550","😬"
"SBMorgens","2020-04-19 19:37","0","0","Jeeze can we be friends or what??! I just want to yell weeeeeeeeeeee every time you send it away. 😬","","","","1252063853455855617","https://twitter.com/SBMorgens/status/1252063853455855617","😬"
"SnoHo_Al","2020-04-19 19:37","0","0","There’s more of us","","","","1252063850095980545","https://twitter.com/SnoHo_Al/status/1252063850095980545",""
"imightgetswayed","2020-04-19 19:37","0","0","also i thought i wasn’t gonna spend much money this month but woops 😬 bighit at it again with destroying my budget","","","","1252063849425010691","https://twitter.com/imightgetswayed/status/1252063849425010691","😬"
"csurio617","2020-04-19 19:37","0","0","You love me 😬😬","","","","1252063838704414720","https://twitter.com/csurio617/status/1252063838704414720","😬 ☺️"
"KastroKalikoe","2020-04-19 19:37","0","0","Do you remember the times?....Now I'm fully charged up 😬😬😬😬 https://www.instagram.com/p/B_L6j0qhfNd/?igshid=kwe4wj0od1yt …","","","","1252063810355179520","https://twitter.com/KastroKalikoe/status/1252063810355179520","😬 😬 😬 😬"
"Shipwreck6669","2020-04-19 19:37","0","0","Wonderful, no. Safe, yes. 😬😬","","","","1252063806827552770","https://twitter.com/Shipwreck6669/status/1252063806827552770","😬 🤙"
"xXReishi","2020-04-19 19:37","0","0","Can I borrow your shirt? 😬","","","","1252063804298387461","https://twitter.com/xXReishi/status/1252063804298387461","😬"
"Kursed___","2020-04-19 19:37","0","0","I just said idk how they played in those flat shoes😬","","","","1252063793624080384","https://twitter.com/Kursed___/status/1252063793624080384","😬"
"ReekioKrazy","2020-04-19 19:37","0","0","if you having girl problems i feel bad for you son...😬","","","","1252063783788384256","https://twitter.com/ReekioKrazy/status/1252063783788384256","😬"
"TheMissCaldwell","2020-04-19 19:37","0","0","Present day chain 😬 not so much https://twitter.com/camdb1011/status/1252050655218487297 …","","","","1252063783373213696","https://twitter.com/TheMissCaldwell/status/1252063783373213696","😬"
"LobroTV","2020-04-19 19:37","0","0","I officially left Spotify for @TIDAL. 😬","","@TIDAL","","1252063773080162304","https://twitter.com/LobroTV/status/1252063773080162304","😬"
"whosyourunc","2020-04-19 19:37","0","1","Nope caught it 😂 Forgot I had paused first episode 😂","","","","1252063770115018757","https://twitter.com/whosyourunc/status/1252063770115018757","😂 😬"
"rarigross","2020-04-19 19:37","0","0","I guess they have sheep named Becky now 😬","","","","1252063761512316930","https://twitter.com/rarigross/status/1252063761512316930","😬"
"sanminkoo","2020-04-19 19:37","0","0","massachusetts 😬 shanzi might be a better option","","","","1252063759973126144","https://twitter.com/sanminkoo/status/1252063759973126144","😬"
"killualpaca","2020-04-19 19:37","0","0","Leorio long time no see ;-;","","","","1252063755606753281","https://twitter.com/killualpaca/status/1252063755606753281",""
"goblinodds","2020-04-19 19:37","0","0","oh god i spent a solid week fretting about all the small business owners who're getting completely wrecked 😬","","","","1252063754826559488","https://twitter.com/goblinodds/status/1252063754826559488","😬"
"amarchzing","2020-04-19 19:37","0","0","b. ing  b. ing  b. ing  😬","","","","1252063744290467843","https://twitter.com/amarchzing/status/1252063744290467843","😬"
"God_SpeedUSA","2020-04-19 19:37","0","0","Guest on Chinese-produced Arabic-language program claimed US may be to blame for coronavirus pandemic    https://www.foxnews.com/world/chinese-arabic-language-program-us-coronavirus-pandemic …    Shit! Don’t do this China.   Careful @POTUS careful...😬prior presidents gave the U.S.A away to China...","","@POTUS","","1252063730625507328","https://twitter.com/God_SpeedUSA/status/1252063730625507328","😬"
"Bri_sessy","2020-04-19 19:37","0","0","Gross 😬","","","","1252063723361009664","https://twitter.com/Bri_sessy/status/1252063723361009664","😬"
"bendelaney","2020-04-19 19:37","0","0","I feel for you. Srsly. Can’t imagine living in a big tight city like NYC right now. 😬","","","","1252063714464772097","https://twitter.com/bendelaney/status/1252063714464772097","😬"
"ZydFaulve","2020-04-19 19:37","0","0","Okay okay 😬 pic.twitter.com/SfgxNhq1jH","","","","1252063709142200320","https://twitter.com/ZydFaulve/status/1252063709142200320","😬"
"alexis_hunt","2020-04-19 19:37","0","0","RIGHT 😬 i need part 5, NOW. 😬😬","","","","1252063703819788289","https://twitter.com/alexis_hunt/status/1252063703819788289","😬 😭 😭"
"DaveEngler","2020-04-19 19:37","0","0","You don't think Robert Pattinson can play Batman?    Watch what he does to that gull in The Lighthouse 😬","","","","1252063698853801984","https://twitter.com/DaveEngler/status/1252063698853801984","😬"
"ithrah69","2020-04-19 19:37","0","0","Teen angst at it's finest but it was my teen angst😬😬","","","","1252063694650920963","https://twitter.com/ithrah69/status/1252063694650920963","😬 😜"
"BlackOnyx1","2020-04-19 19:36","0","0","Lol you can try don’t mean all of em will be saved or worth saving 🥴🥴🥴","","","","1252063686254100481","https://twitter.com/BlackOnyx1/status/1252063686254100481","🥴 😶 😬"
"kailaniskye","2020-04-19 19:36","0","1","100% hand poured soy wax!!! 😬😬","","","","1252063682563125253","https://twitter.com/kailaniskye/status/1252063682563125253","😬 😬"
"NinjaCir3ng","2020-04-19 19:36","0","0","Every day is “HOLIDAY” 😬  https://open.spotify.com/track/5vfjUAhefN7IjHbTvVCT4Z?si=TQ9TFYEsSN6zLzR2K-ShPA …","","","","1252063681556254720","https://twitter.com/NinjaCir3ng/status/1252063681556254720","😬"
"Wondermeggo","2020-04-19 19:36","0","0","I'm 6'3 on Twitter 😳😳","","","","1252063681099300865","https://twitter.com/Wondermeggo/status/1252063681099300865","😳 😬"
"Kolson19","2020-04-19 19:36","0","0","I’ve got a list of things I want and an older bronco is one of them! 😬","","","","1252063675629948929","https://twitter.com/Kolson19/status/1252063675629948929","😬"
"oVoKingDre","2020-04-19 19:36","0","0","443- single or taken    Physically single but heart taken 😬😬","","","","1252063673830510594","https://twitter.com/oVoKingDre/status/1252063673830510594","😬 ✌🏽"
"keeeeeeeeeey_","2020-04-19 19:36","0","0","Chrichelle embarrassed me last night I got her tho 😭😭😭","","","","1252063673067220992","https://twitter.com/keeeeeeeeeey_/status/1252063673067220992","😭 😭 😬"
"SC00BY_D00BY","2020-04-19 19:36","0","0","1. $ScoobChiz #DramaAlert  2. Subbed to both 3. Done 😬 https://twitter.com/keemstar/status/1252057020393537542 …","","","#DramaAlert","1252063669753712646","https://twitter.com/SC00BY_D00BY/status/1252063669753712646","😬"
"Lingua_Action","2020-04-19 19:36","0","0","Expectations vs. Reality 😬  Lovely Wholesale Haul 😬    https://youtu.be/512ENg6Q6W4 pic.twitter.com/N9M9FlpqkO","","","","1252063668172357642","https://twitter.com/Lingua_Action/status/1252063668172357642","😬 💕"
"jjmillard","2020-04-19 19:36","0","0","And huge thanks to @MorphMpls for being our realtor expert - imagine putting up with 4 adults in this decision making process 😬😬!","","@MorphMpls","","1252063659615977472","https://twitter.com/jjmillard/status/1252063659615977472","😬 😬"
"euphoriaxx05","2020-04-19 19:36","0","1","Im sorry I don’t follow personal accs😬","","","","1252063645158084608","https://twitter.com/euphoriaxx05/status/1252063645158084608","😬"
"LifahXM","2020-04-19 19:36","0","0","They literally only gave him 14 minutes a game 😬 #TheLastDance","","","#TheLastDance","1252063628175593474","https://twitter.com/LifahXM/status/1252063628175593474","😬"
"jessiccalynn_","2020-04-19 19:36","0","0","sometime i wonder why my boyfriend dates me cause i NEVER cook 😬 https://twitter.com/cassiusmarcel/status/1251058856739864576 …","","","","1252063615403692032","https://twitter.com/jessiccalynn_/status/1252063615403692032","😬"
"carr_8","2020-04-19 19:36","0","2","A2b: I worry about the budget cuts that will be happening to education across NV. 😳😳😳 #teachnvchat","","","#teachnvchat","1252063608176906240","https://twitter.com/carr_8/status/1252063608176906240","😳 😢 😬"
"TravHartArt","2020-04-19 19:36","0","0","Crusty brushes are the best.","","","","1252063581564264450","https://twitter.com/TravHartArt/status/1252063581564264450",""
"ojonasdatv","2020-04-19 19:36","0","0","Puts 😬😬","","","","1252063578372399105","https://twitter.com/ojonasdatv/status/1252063578372399105","😬 😬"
"sickofurshit00","2020-04-19 19:36","0","0","yikes 😬 pic.twitter.com/5aSEIs6h0A","","","","1252063568650002432","https://twitter.com/sickofurshit00/status/1252063568650002432","😬"
"iam_mk5","2020-04-19 19:36","0","0","#USM AMOSC or Drop Yo snap 😬 pic.twitter.com/7GC9FyTiED","","","#USM","1252063567513358340","https://twitter.com/iam_mk5/status/1252063567513358340","😬"
"_cynarias","2020-04-19 19:36","0","0","Mmmmm pixie cut is calling my name 😬","","","","1252063567270105088","https://twitter.com/_cynarias/status/1252063567270105088","😬"
"Manda06129862","2020-04-19 19:36","0","0","Omg I watched! Horrible after but like Tiger King 😬","","","","1252063560886218752","https://twitter.com/Manda06129862/status/1252063560886218752","😬"
"PressHotSpot","2020-04-19 19:36","0","0","In about a week we will have another challenge. It never fails. Lol","","","","1252063554364194816","https://twitter.com/PressHotSpot/status/1252063554364194816",""
"venusian_a","2020-04-19 19:36","0","0","Omg it’s Taurus season already?! You mean me the almost Gemini is about to have a birthday 😬 WTF IS TIME","","","","1252063553126793216","https://twitter.com/venusian_a/status/1252063553126793216","😬"
"delCarmen13","2020-04-19 19:36","0","0","omens 😳😳","","","","1252063539889651715","https://twitter.com/delCarmen13/status/1252063539889651715","😳 😬"
"JohnLlo16226675","2020-04-19 19:36","0","0","Number 3 😬 https://twitter.com/bizzlecartel/status/1251810724982079488 …","","","","1252063502187069441","https://twitter.com/JohnLlo16226675/status/1252063502187069441","😬"
"kawaiijasu","2020-04-19 19:36","0","0","u never fail to make me cringe 😬","","","","1252063496633643008","https://twitter.com/kawaiijasu/status/1252063496633643008","😬"
"Joslynmai23","2020-04-19 19:36","1","2","@JakeWebber9 If i were you I'd make a secret fort or something and live in it 😬😬 https://twitter.com/ColbyBrock/status/1252061559116804096 …","","@JakeWebber9","","1252063483551608837","https://twitter.com/Joslynmai23/status/1252063483551608837","😬 😂"
"kookie_rmbts","2020-04-19 19:36","0","0","I’m scared.. to check..my bio test score....😬","","","","1252063472138903552","https://twitter.com/kookie_rmbts/status/1252063472138903552","😬"
"r_saniika","2020-04-19 19:36","0","0","Was one of the plans when i finally get to do things on my own 😬","","","","1252063454099156993","https://twitter.com/r_saniika/status/1252063454099156993","😬"
"mendozaj178","2020-04-19 19:36","0","1","😬😬 keep your eyes on the road y’all https://twitter.com/thiskiderick916/status/1252021582198788096 …pic.twitter.com/OB7dinq1SF","","","","1252063450970259457","https://twitter.com/mendozaj178/status/1252063450970259457","😬 😬"
"CityDove92","2020-04-19 19:36","0","0","Okay now I know who we're talking about in Jonas Stan world. Yeah that girl seemed shady when I first laid eyes on her 🤨🤨🤨","","","","1252063443919699968","https://twitter.com/CityDove92/status/1252063443919699968","🤨 😬 🙃"
"theuhmandashoww","2020-04-19 19:35","0","1","I’ve dated someone with it, and it is a very, very, real thing. He used to have to put xbox headphones on & listen to the tv if I was eating anything crunchy !!! 😬","","","","1252063418758172673","https://twitter.com/theuhmandashoww/status/1252063418758172673","😬"
"GayLatina4Trump","2020-04-19 19:35","0","0","LOL!    Darn, now I'm craving a sloppy joe. 😬","","","","1252063405583724544","https://twitter.com/GayLatina4Trump/status/1252063405583724544","😬"
"AllLustNoTrust","2020-04-19 19:35","0","0","Here, take this 20lbs I’m tryna lose 😬 pic.twitter.com/ziUjzr7rfw","","","","1252063390736044032","https://twitter.com/AllLustNoTrust/status/1252063390736044032","😬"
"AmieKiger","2020-04-19 19:35","0","0","THAT. IS. SO. FREAKING. AWESOME!!!! 😂😂😂  I was in high school. 😂","","","","1252063368673886211","https://twitter.com/AmieKiger/status/1252063368673886211","😂 😂 😂 😬"
"mrskerenp","2020-04-19 19:35","0","0","What’s your most annoying thing you do when watching movies?     Mine is looking up all the movie trivia on IMDb and spouting the random facts while the movie is on 😬","","","","1252063365083602948","https://twitter.com/mrskerenp/status/1252063365083602948","😬"
"VitruvianMan18","2020-04-19 19:35","0","0","The thought of spending the #10 overall pick on a left tackle who you say may be better suited to be a guard just made me physically shiver 😬","","","#10","1252063360071303168","https://twitter.com/VitruvianMan18/status/1252063360071303168","😬"
"tommystauffer7","2020-04-19 19:35","0","0","Also only thing I got from the show is he snitched on his teammates 😬😬","","","","1252063359425486848","https://twitter.com/tommystauffer7/status/1252063359425486848","😬 😬"
"sajinttarius_","2020-04-19 19:35","0","0","oh fuck so buy from the global shop with the chances of getting custom fees 😬","","","","1252063335555760128","https://twitter.com/sajinttarius_/status/1252063335555760128","😬"
"MadisonLafleur6","2020-04-19 19:35","0","0","@alayna_hughes_  letting you drive my truck 😬😬","","@alayna_hughes_","","1252063318329745408","https://twitter.com/MadisonLafleur6/status/1252063318329745408","😬 🤭"
"ProblemChildFil","2020-04-19 19:35","0","1","Yes, I also figured out it tended to happen when I slept on my right side. It's weird. I would wake up out of a dead sleep and I wouldn't be breathing. 😬","","","","1252063316303769600","https://twitter.com/ProblemChildFil/status/1252063316303769600","😬"
"puffmajik","2020-04-19 19:35","0","0","I hate clowns 🤡🤡","","","","1252063309202886658","https://twitter.com/puffmajik/status/1252063309202886658","🤡 😬"
"littlemexican_","2020-04-19 19:35","0","0","I was peaking while I was running up a grassy hill and everytime I stepped flowers grew out and under my feet 😂 and when I looked up at the sky the whole thing was covered in a neon grid 😂","","","","1252063307130793987","https://twitter.com/littlemexican_/status/1252063307130793987","😂 😬"
"tessakscott","2020-04-19 19:35","0","0","are you so bored that you would answer this question and follow me 😬?","","","","1252063305864273921","https://twitter.com/tessakscott/status/1252063305864273921","😬"
"Valomir","2020-04-19 19:35","0","0","I'm really worried for my friends in the U.S. 😬😬","","","","1252063299883028480","https://twitter.com/Valomir/status/1252063299883028480","😬 😬"
"all_baddest","2020-04-19 19:35","0","1","Hi bored","","","","1252063299396669441","https://twitter.com/all_baddest/status/1252063299396669441",""
"successfullouis","2020-04-19 19:35","0","1","she wants to be me so bad 😙😙😙😙😙😙😙😙😙 https://twitter.com/onlytrulys/status/1252057831097774082 …","","","","1252063295298650112","https://twitter.com/successfullouis/status/1252063295298650112","😙 ✨ 🥱 😤 😬 😌 😌 😌 😌"
"jtthill","2020-04-19 19:35","0","0","😬 I’d get off Twitter 😬😬","","","","1252063286729809920","https://twitter.com/jtthill/status/1252063286729809920","😬 😅 🤣"
"mlusamakucing","2020-04-19 19:35","0","0","cant wait for this summer😬😬😬","","","","1252063284447989762","https://twitter.com/mlusamakucing/status/1252063284447989762","😬 😬 😬"
"fergatommo","2020-04-19 19:35","0","0","The boys that asked me out stopped talking to me 😬 I’m a whole different person right now","","","","1252063280564183041","https://twitter.com/fergatommo/status/1252063280564183041","😬"
"1DustySage","2020-04-19 19:35","1","0","Dont!  Ignore me mthe fkr😬","","","","1252063278102196229","https://twitter.com/1DustySage/status/1252063278102196229","😬"
"Mzstraight103","2020-04-19 19:35","0","0","Im so bothered right now😬😬","","","","1252063268090322946","https://twitter.com/Mzstraight103/status/1252063268090322946","😬 😡"
"rafadl_","2020-04-19 19:35","0","0","I would do something like this 😬😬 https://twitter.com/onlinehomo/status/1251989994950078465 …","","","","1252063261257658370","https://twitter.com/rafadl_/status/1252063261257658370","😬 😬"
"DonE6_26","2020-04-19 19:35","0","0","Me if this lasts awhile. 😬😬  Luckily  my hair was short when this started.  Whew! pic.twitter.com/DrvA7fecjV","","","","1252063260066676736","https://twitter.com/DonE6_26/status/1252063260066676736","😬 😂"
"erinmarie__17","2020-04-19 19:35","0","0","I got my twitter back 😬😬😬 https://twitter.com/eak_xo/status/1251527746578194432 …","","","","1252063259366166528","https://twitter.com/erinmarie__17/status/1252063259366166528","😬 😬 😬"
"CatchMyDrift23","2020-04-19 19:35","0","1","After all this li covid shit over 😬 https://twitter.com/shottabree_/status/1252018527281782786 …","","","","1252063251443200000","https://twitter.com/CatchMyDrift23/status/1252063251443200000","😬"
"svuxsquad","2020-04-19 19:35","0","1","is the war over? 😬","","","","1252063250180567040","https://twitter.com/svuxsquad/status/1252063250180567040","😬"
"Clarendafalls","2020-04-19 19:35","0","0","That's me lol. 😬","","","","1252063246670016512","https://twitter.com/Clarendafalls/status/1252063246670016512","😬"
"JungKookieKayla","2020-04-19 19:35","0","0","Nooo why is the merch uppp ahhhh panic mode must stay calm must stay calm 😬","","","","1252063237836857346","https://twitter.com/JungKookieKayla/status/1252063237836857346","😬"
"sharitags","2020-04-19 19:35","0","0","MUCH scarier for you because so close 😬😬😬","","","","1252063235726958594","https://twitter.com/sharitags/status/1252063235726958594","😬 😬 😬"
"Rahmadiniah1","2020-04-19 19:35","0","0","Ahh gemoyyyy😬😬😬","","","","1252063234225389568","https://twitter.com/Rahmadiniah1/status/1252063234225389568","😬 😬 😬"
"shy_boysuga","2020-04-19 19:35","0","1","I don’t even know what that is 😬 I have paypal,, is that the same??","","","","1252063225320890370","https://twitter.com/shy_boysuga/status/1252063225320890370","😬"
"KathyJMatheny","2020-04-19 19:35","0","0","This would be me, but female and fatter 😬 pic.twitter.com/zFqifUVopu","","","","1252063223588814848","https://twitter.com/KathyJMatheny/status/1252063223588814848","😬"
"lalafuccedemm","2020-04-19 19:35","0","0","i feel you my shit be looking the same😂😂","","","","1252063213849464832","https://twitter.com/lalafuccedemm/status/1252063213849464832","😂 😬"
"kalonny","2020-04-19 19:35","2","2","Yikes 😬 https://twitter.com/kaypeaux/status/1252058953044774913 …","","","","1252063212578787328","https://twitter.com/kalonny/status/1252063212578787328","😬"
"santacarolzinha","2020-04-19 19:35","0","0","passoo 😬","","","","1252063207352676352","https://twitter.com/santacarolzinha/status/1252063207352676352","😬"
"TheTrevorStufft","2020-04-19 19:35","0","0","Scottie Pippen really signed a 7 year 18 million deal😬","","","","1252063207293943809","https://twitter.com/TheTrevorStufft/status/1252063207293943809","😬"
"bnbthehugger","2020-04-19 19:35","0","0","my murderer is @MythicalChef 😬😬 https://twitter.com/ScoobyD00Snacks/status/1251596901142736908 …","","@MythicalChef","","1252063205607837703","https://twitter.com/bnbthehugger/status/1252063205607837703","😬 😱"
"fridayprayers","2020-04-19 19:35","0","0","Yeah my social anxiety will not at all be improved by this experience, either. 😬","","","","1252063200553689089","https://twitter.com/fridayprayers/status/1252063200553689089","😬"
"__honeeybun","2020-04-19 19:35","0","0","1,000 deaths more than yesterday 😬 #stayready Coronavirus: US death toll tops 40,000 #Coronavirushttps://twitter.com/i/events/1219057585707315201 …","","","#stayready #Coronavirushttps","1252063199496552449","https://twitter.com/__honeeybun/status/1252063199496552449","😬"
"goblinodds","2020-04-19 19:34","0","0","this is a SUPER GOOD read on masks and identities    (agh i need to go to clown school so bad 😬 it sounds terrifying) https://twitter.com/dschorno/status/1252050266762797058 …","","","","1252063179829469184","https://twitter.com/goblinodds/status/1252063179829469184","😬"
"Skinner53_fan","2020-04-19 19:34","0","1","I think I'm 5'1"" 🤪🤪","","","","1252063174846582784","https://twitter.com/Skinner53_fan/status/1252063174846582784","🤪 😬"
"kdalepeacock","2020-04-19 19:34","0","0","Tonight my mom said “You haven’t left the babies over night yet...”   um yeah noooo. I enjoy being a parent too much 😬","","","","1252063169067057152","https://twitter.com/kdalepeacock/status/1252063169067057152","😬"
"sousourocket","2020-04-19 19:34","0","0","Check out my broadcast from my PlayStation 4! #PS4live (FINAL FANTASY VII REMAKE)  live athttps://www.twitch.tv/sousourocket ","","","#PS4live","1252063166898540545","https://twitter.com/sousourocket/status/1252063166898540545",""
"_morgan_alyssa","2020-04-19 19:34","0","0","Salmon burger with cauliflower fries 😬","","","","1252063163341774851","https://twitter.com/_morgan_alyssa/status/1252063163341774851","😬"
"nguyeningit","2020-04-19 19:34","0","0","I am cracking up so hard 🤣https://twitter.com/TaikaWaititi/status/1248463153370812416 …","","","","1252063148237963264","https://twitter.com/nguyeningit/status/1252063148237963264","🤣"
"MsAshanteBlair","2020-04-19 19:34","0","0","Wait, Riverdale is back on? 😬","","","","1252063146908491778","https://twitter.com/MsAshanteBlair/status/1252063146908491778","😬"
"dess_duron","2020-04-19 19:34","0","1","Sometimes I just need a break so bad that I wish I was a dad so I can just up and leave when I want for once... 😬","","","","1252063146656665602","https://twitter.com/dess_duron/status/1252063146656665602","😬"
"crzyrunninglegs","2020-04-19 19:34","0","0","My M-F crew. Ready for another week. Not really,  but we have 5 weeks of school left so... let’s go!🤪🤪🤪🤪🤪 #alwaysfightsduringconferencecalls #sendwine https://www.instagram.com/p/B_L6QbVn5rY/?igshid=1dimrlvza1dco …","","","#alwaysfightsduringconferencecalls #sendwine","1252063139396550657","https://twitter.com/crzyrunninglegs/status/1252063139396550657","🤪 😬 🤣 😭 😆"
"CanDivine","2020-04-19 19:34","0","0","When I tell ya don’t sleep on skinny niggas. 🙃🙃","","","","1252063138431864832","https://twitter.com/CanDivine/status/1252063138431864832","🙃 😬"
"50Doogie","2020-04-19 19:34","0","0","Why the Age of Aquarius of course😬😬","","","","1252063138041729027","https://twitter.com/50Doogie/status/1252063138041729027","😬 ✌🏼"
"niallteh94","2020-04-19 19:34","0","1","@sssniperwolf lyingwolf upload - Proof Your Life Is A LIE https://youtu.be/KIJRHvL5HLk  😬😬    Oh wait that’s what people do in 2037? 😬 That’s illegal for now. Oh heck the pizza box conspiracy theory is real 😬 pic.twitter.com/bI3yGcwrdz","","@sssniperwolf","","1252063137596968962","https://twitter.com/niallteh94/status/1252063137596968962","😬 👀 😂 😳"
"BrianM13912759","2020-04-19 19:34","0","0","@kayleighmcenany    Kayleigh McEnany in a year's time.😬 pic.twitter.com/1C6F8D8JZr","","@kayleighmcenany","","1252063136720576512","https://twitter.com/BrianM13912759/status/1252063136720576512","😬"
"yakeelinme","2020-04-19 19:34","1","1","Rock Wit Uhttps://twitter.com/ursinenoir/status/1252017980306751489 …","","","","1252063135458099200","https://twitter.com/yakeelinme/status/1252063135458099200",""
"shancse","2020-04-19 19:34","0","0","Pug in handle 😬😬","","","","1252063131234435077","https://twitter.com/shancse/status/1252063131234435077","😬 😬"
"BigPope150","2020-04-19 19:34","0","0","This mj has yellow eyes wtf 😬","","","","1252063127727980545","https://twitter.com/BigPope150/status/1252063127727980545","😬"
"juggboyquin","2020-04-19 19:34","0","0","If you see me in the car fuccing ha from the bacc......MIND YO MOTHAFUCCIN BIDNESS BIIIAAATTTCCCHH😬😬","","","","1252063122640289792","https://twitter.com/juggboyquin/status/1252063122640289792","😬 🤣"
"4talesi","2020-04-19 19:34","1","1","I'm sorry I meant do the coffee grinder...oh wait...😬","","","","1252063101953773569","https://twitter.com/4talesi/status/1252063101953773569","😬"
"parhis_tippett","2020-04-19 19:34","0","0","On top of that my coworker was like “you have nothing to worry about” 😂 I know i have nothing to worry about, yall must not know who my right hand man is. Marlon dont play that shit 😂","","","","1252063100137693185","https://twitter.com/parhis_tippett/status/1252063100137693185","😂 😬"
"Radio_Raheeem","2020-04-19 19:34","0","0","Can’t wait to get me some in house pussy again 😬","","","","1252063094496518145","https://twitter.com/Radio_Raheeem/status/1252063094496518145","😬"
"astrologick","2020-04-19 19:34","0","0","yeah it me 😬 pic.twitter.com/PGYFn3iAbr","","","","1252063092240011271","https://twitter.com/astrologick/status/1252063092240011271","😬"
